id,company_id,deal_id,call_date,duration_min,phase,type,notes,scheduled_at,prep_notes,ai_summary
cc984659-8eb0-4e28-8267-b08cb1a1c5f8,ff9337c7-d877-495e-9cb4-7cc7884ba16c,f5c0554f-f44b-48f7-a845-f5ef490e72ab,2025-12-05,30,pre_sale,discovery,,,,Feature request discussion: need better export options and scheduling.
ffc571e9-e9db-4718-9e36-5573e58d84c6,ff9337c7-d877-495e-9cb4-7cc7884ba16c,f5c0554f-f44b-48f7-a845-f5ef490e72ab,2025-12-12,90,pre_sale,demo,,,,"Onboarding progress review. 3 dashboards live, 2 more in development."
70eb3dcf-a159-4afe-a209-b5d940e35493,ff9337c7-d877-495e-9cb4-7cc7884ba16c,f5c0554f-f44b-48f7-a845-f5ef490e72ab,2025-12-17,45,pre_sale,evaluation,,,,Data quality concerns raised. Validation rules and monitoring discussed.
4987ca38-b0d7-4c35-b3e1-b3524ff0c83f,ff9337c7-d877-495e-9cb4-7cc7884ba16c,f5c0554f-f44b-48f7-a845-f5ef490e72ab,2026-01-09,90,pre_sale,negotiation,,,,
d8e11be2-8315-47e2-a2b0-d2e0bc1b2bf7,ff9337c7-d877-495e-9cb4-7cc7884ba16c,,2026-01-30,60,post_sale,onboarding,,,,
5bd5f981-6fec-454c-8db4-b84fe8637583,ff9337c7-d877-495e-9cb4-7cc7884ba16c,,2026-02-21,45,post_sale,check_in,,,,Security and compliance review. SOC2 and GDPR requirements discussed.
d54ee3b7-d8c4-4705-957f-dd6c78491f65,ff9337c7-d877-495e-9cb4-7cc7884ba16c,,2026-03-01,90,post_sale,check_in,,,,Quarterly business review. Usage up 40% QoQ. Expansion opportunity identified.
f3814085-812e-45e9-ae15-882ac2d67a5d,ff9337c7-d877-495e-9cb4-7cc7884ba16c,,2026-03-17,90,post_sale,check_in,,,,Escalation call. Dashboard performance issues in production. Fix committed.
02f974e6-5bd9-452b-aab7-c2ec17557140,ec4fa3e4-0b81-49b8-a0c0-3f1edbde1cf2,6f451043-5855-40f5-95fc-ab099f5cb1e2,2026-03-18,45,pre_sale,discovery,,,,
f2bce1a9-2f04-413a-a782-83646e1816f1,d057c909-fd92-4c2e-8829-84b1aa8fea2a,8c361ee2-1cb6-45db-99b2-a843d9fb6092,2018-08-21,30,pre_sale,discovery,,,,Renewal negotiation. Multi-year discount proposed. Awaiting budget approval.
86fba8b4-0eb9-4dec-990e-36a1a5e4908f,d057c909-fd92-4c2e-8829-84b1aa8fea2a,8c361ee2-1cb6-45db-99b2-a843d9fb6092,2018-08-31,60,pre_sale,demo,,,,Mobile access requirements gathering. Field team needs dashboard access.
084ee7da-086f-47b4-8dca-17682ae501f4,d057c909-fd92-4c2e-8829-84b1aa8fea2a,8c361ee2-1cb6-45db-99b2-a843d9fb6092,2018-09-21,45,pre_sale,evaluation,,,,Feature request discussion: need better export options and scheduling.
c05d7837-8be3-4a27-a9af-4d891b0f4261,d057c909-fd92-4c2e-8829-84b1aa8fea2a,8c361ee2-1cb6-45db-99b2-a843d9fb6092,2018-10-12,30,pre_sale,negotiation,,,,"Onboarding progress review. 3 dashboards live, 2 more in development."
7c86d6f5-8cf1-4c06-8d22-2a760b53bd07,d057c909-fd92-4c2e-8829-84b1aa8fea2a,,2018-10-19,30,post_sale,onboarding,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
211b7cbc-5bda-47c6-ab66-1719c1aa61e0,d057c909-fd92-4c2e-8829-84b1aa8fea2a,,2018-10-28,45,post_sale,check_in,,,,Discussed product roadmap and upcoming features. Customer expressed interest in advanced analytics.
e827c62f-3dc0-4d78-9961-35b06b9fa488,d057c909-fd92-4c2e-8829-84b1aa8fea2a,,2018-11-06,90,post_sale,check_in,,,,
a9ba8546-8056-4dc6-8015-edf3d63e53a3,d057c909-fd92-4c2e-8829-84b1aa8fea2a,,2018-11-20,30,post_sale,check_in,,,,Mobile access requirements gathering. Field team needs dashboard access.
56985521-f3c8-4e4e-8b84-94bd7427ab51,d057c909-fd92-4c2e-8829-84b1aa8fea2a,,2018-11-30,90,post_sale,check_in,,,,Renewal negotiation. Multi-year discount proposed. Awaiting budget approval.
fd214618-0efb-4564-8e10-84e63a4ccbac,d057c909-fd92-4c2e-8829-84b1aa8fea2a,,2018-12-16,30,post_sale,check_in,,,,
64ddba95-226a-4cd5-9ddf-a1f218dd2869,98ed807a-da82-41c1-b7c9-bba3532392a3,990fcf65-7b9d-4fff-897d-b04757ae4eb9,2019-08-12,30,pre_sale,discovery,,,,Security and compliance review. SOC2 and GDPR requirements discussed.
bdef15e5-ee4a-4aad-83e5-13de72024b10,98ed807a-da82-41c1-b7c9-bba3532392a3,990fcf65-7b9d-4fff-897d-b04757ae4eb9,2019-08-31,90,pre_sale,demo,,,,Reviewed pricing tiers and contract terms. Decision expected within 2 weeks.
6885789e-15a6-46f4-855f-ff038df9b602,98ed807a-da82-41c1-b7c9-bba3532392a3,990fcf65-7b9d-4fff-897d-b04757ae4eb9,2019-09-24,30,pre_sale,evaluation,,,,Feature request discussion: need better export options and scheduling.
47744154-39f5-46b4-a2c7-fdeec92f9ce7,98ed807a-da82-41c1-b7c9-bba3532392a3,990fcf65-7b9d-4fff-897d-b04757ae4eb9,2019-10-12,30,pre_sale,negotiation,,,,Discussed product roadmap and upcoming features. Customer expressed interest in advanced analytics.
874cae35-412a-4db1-93d0-aeca0e1ae0ae,98ed807a-da82-41c1-b7c9-bba3532392a3,,2019-10-31,45,post_sale,onboarding,,,,Escalation call. Dashboard performance issues in production. Fix committed.
28919e15-5cc5-435e-925a-1727347222c5,98ed807a-da82-41c1-b7c9-bba3532392a3,,2019-11-10,30,post_sale,check_in,,,,
1c147cde-99ed-4ea0-b999-5da1b237f0d5,98ed807a-da82-41c1-b7c9-bba3532392a3,,2019-12-03,45,post_sale,check_in,,,,
4de5d875-e55e-4460-96a5-d78cf3fdfa55,98ed807a-da82-41c1-b7c9-bba3532392a3,,2019-12-26,30,post_sale,check_in,,,,
0e71a0dd-938b-4281-9781-a06389b25bb4,98ed807a-da82-41c1-b7c9-bba3532392a3,,2020-01-03,30,post_sale,check_in,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
78bbbd1e-003a-4bca-97bc-eb33fc00d3a2,98ed807a-da82-41c1-b7c9-bba3532392a3,,2020-01-08,30,post_sale,check_in,,,,Integration planning session. BigQuery and dbt workflow mapping.
7771f161-9f3a-429a-9cf8-7047cbebe1d9,d14ace62-3109-4c83-a828-787e32a9c96b,b7799dcd-dda7-4a8c-8c05-fd90e744fb1b,2020-04-15,30,pre_sale,discovery,,,,Integration planning session. BigQuery and dbt workflow mapping.
a3470abb-d3ec-4e7f-91f3-cdc366dddd98,d14ace62-3109-4c83-a828-787e32a9c96b,b7799dcd-dda7-4a8c-8c05-fd90e744fb1b,2020-04-23,90,pre_sale,demo,,,,Discussed product roadmap and upcoming features. Customer expressed interest in advanced analytics.
8fb662e8-e92a-4061-91c7-8516acd85911,d14ace62-3109-4c83-a828-787e32a9c96b,b7799dcd-dda7-4a8c-8c05-fd90e744fb1b,2020-04-28,45,pre_sale,evaluation,,,,Quarterly business review. Usage up 40% QoQ. Expansion opportunity identified.
2ce4fc46-882c-4244-a570-9f5383c71d61,d14ace62-3109-4c83-a828-787e32a9c96b,b7799dcd-dda7-4a8c-8c05-fd90e744fb1b,2020-05-23,90,pre_sale,negotiation,,,,
095689fe-06a0-4452-b64d-5b84fc50b65e,d14ace62-3109-4c83-a828-787e32a9c96b,,2020-05-28,60,post_sale,onboarding,,,,
79047c4b-c207-4f96-bd66-de68266840fb,d14ace62-3109-4c83-a828-787e32a9c96b,,2020-06-17,90,post_sale,check_in,,,,Data quality concerns raised. Validation rules and monitoring discussed.
7b57fe13-9b3a-4899-accc-219459a4b638,d14ace62-3109-4c83-a828-787e32a9c96b,,2020-07-08,90,post_sale,check_in,,,,Integration planning session. BigQuery and dbt workflow mapping.
9a9c8f84-89f6-4543-ac1a-5a4b2bbe54c8,d14ace62-3109-4c83-a828-787e32a9c96b,,2020-07-27,60,post_sale,check_in,,,,Performance optimization discussion. Query caching recommendations provided.
7ac9d9b3-b835-439b-9436-8b14add3976f,d14ace62-3109-4c83-a828-787e32a9c96b,,2020-08-08,60,post_sale,check_in,,,,
ed2d68fa-827f-4f33-9c20-9b5f2215bb34,d14ace62-3109-4c83-a828-787e32a9c96b,,2020-08-28,30,post_sale,check_in,,,,
b498bc92-6ac9-4daf-8dac-3e18b9727b4c,4c356121-8236-4ffb-b7aa-88c5fa843cac,94bd7f84-3564-4d64-92ed-e74a0d8c64f7,2021-01-16,45,pre_sale,discovery,,,,Integration planning session. BigQuery and dbt workflow mapping.
639bb9ef-88ae-44cb-92e2-d6afe87b97cd,4c356121-8236-4ffb-b7aa-88c5fa843cac,94bd7f84-3564-4d64-92ed-e74a0d8c64f7,2021-01-22,60,pre_sale,demo,,,,Data quality concerns raised. Validation rules and monitoring discussed.
cd3d00eb-27a0-4dda-8538-daf3fd7ef942,4c356121-8236-4ffb-b7aa-88c5fa843cac,94bd7f84-3564-4d64-92ed-e74a0d8c64f7,2021-02-06,60,pre_sale,evaluation,,,,
79111ac1-3963-4236-8303-1406acd7bfc2,4c356121-8236-4ffb-b7aa-88c5fa843cac,94bd7f84-3564-4d64-92ed-e74a0d8c64f7,2021-02-20,60,pre_sale,negotiation,,,,Discussed product roadmap and upcoming features. Customer expressed interest in advanced analytics.
2878a126-6855-4969-9852-d26b6ee77231,4c356121-8236-4ffb-b7aa-88c5fa843cac,,2021-03-08,30,post_sale,onboarding,,,,Reviewed pricing tiers and contract terms. Decision expected within 2 weeks.
78119bf4-1b79-43fa-a70b-7b0198774cb7,4c356121-8236-4ffb-b7aa-88c5fa843cac,,2021-03-15,30,post_sale,check_in,,,,Reviewed pricing tiers and contract terms. Decision expected within 2 weeks.
c868d735-4aa7-4c53-9d59-93d0529f2b1a,4c356121-8236-4ffb-b7aa-88c5fa843cac,,2021-04-02,30,post_sale,check_in,,,,Performance optimization discussion. Query caching recommendations provided.
5d845f69-1855-4d44-b8ac-d9fb36f7b753,4c356121-8236-4ffb-b7aa-88c5fa843cac,,2021-04-10,45,post_sale,check_in,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
fda13d85-4153-4f1d-a22e-49133c548982,4c356121-8236-4ffb-b7aa-88c5fa843cac,,2021-04-24,45,post_sale,check_in,,,,Discussed product roadmap and upcoming features. Customer expressed interest in advanced analytics.
82be23f7-cd08-4f85-abaf-79f9606e3cde,4c356121-8236-4ffb-b7aa-88c5fa843cac,,2021-05-03,45,post_sale,check_in,,,,Technical deep-dive on data modeling capabilities. Engineering team impressed.
00311c14-36c6-4dcc-ad03-91ec65d14866,364eda06-4077-4a31-b329-52e9a5f95824,a201bf3d-4016-41b5-a063-e633ccf3f680,2021-07-02,45,pre_sale,discovery,,,,Champion check-in. Internal adoption growing. Training session requested.
1b28a796-9203-4b56-b760-c3ee96a74a84,364eda06-4077-4a31-b329-52e9a5f95824,a201bf3d-4016-41b5-a063-e633ccf3f680,2021-07-21,60,pre_sale,demo,,,,
703a2db4-55fe-41a0-9fac-73549a2e60a0,364eda06-4077-4a31-b329-52e9a5f95824,a201bf3d-4016-41b5-a063-e633ccf3f680,2021-07-26,60,pre_sale,evaluation,,,,
864f88c4-9c52-464f-ae1f-5e7bd8740da8,364eda06-4077-4a31-b329-52e9a5f95824,a201bf3d-4016-41b5-a063-e633ccf3f680,2021-08-06,30,pre_sale,negotiation,,,,Mobile access requirements gathering. Field team needs dashboard access.
cedbbd6e-4e33-4465-98d0-320104399e7c,364eda06-4077-4a31-b329-52e9a5f95824,,2021-08-26,60,post_sale,onboarding,,,,Performance optimization discussion. Query caching recommendations provided.
4c9299cd-305c-421a-a640-e93f797413be,364eda06-4077-4a31-b329-52e9a5f95824,,2021-09-06,30,post_sale,check_in,,,,Feature request discussion: need better export options and scheduling.
ce5bc795-a7bb-4ff6-85ab-02c4a6fefc9b,364eda06-4077-4a31-b329-52e9a5f95824,,2021-09-25,30,post_sale,check_in,,,,Performance optimization discussion. Query caching recommendations provided.
887534e6-d087-43b8-99f0-01c842a49f79,364eda06-4077-4a31-b329-52e9a5f95824,,2021-10-19,30,post_sale,check_in,,,,Quarterly business review. Usage up 40% QoQ. Expansion opportunity identified.
bfd94f28-254f-438f-b1cf-ca9953edbf2b,364eda06-4077-4a31-b329-52e9a5f95824,,2021-10-25,45,post_sale,check_in,,,,Security and compliance review. SOC2 and GDPR requirements discussed.
6f2aebf3-5ec9-489e-ba38-c809d399efc9,364eda06-4077-4a31-b329-52e9a5f95824,,2021-11-03,30,post_sale,check_in,,,,Reviewed pricing tiers and contract terms. Decision expected within 2 weeks.
b528a738-f743-4c83-9e1e-d4dd0c6d41c1,ec116d19-f6f3-4dd6-b5dc-c51fecbca5b2,86b58d69-aa88-4f28-ab37-783d6451440d,2022-08-08,90,pre_sale,discovery,,,,Security and compliance review. SOC2 and GDPR requirements discussed.
fc231c0e-3322-408c-b8c0-44e6f43eab6d,ec116d19-f6f3-4dd6-b5dc-c51fecbca5b2,86b58d69-aa88-4f28-ab37-783d6451440d,2022-08-29,60,pre_sale,demo,,,,
88e974b1-3729-43e3-9db2-a8571437ff04,ec116d19-f6f3-4dd6-b5dc-c51fecbca5b2,86b58d69-aa88-4f28-ab37-783d6451440d,2022-09-09,90,pre_sale,evaluation,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
1ff960cd-6d74-4c26-9fec-8618c125eda4,ec116d19-f6f3-4dd6-b5dc-c51fecbca5b2,86b58d69-aa88-4f28-ab37-783d6451440d,2022-09-18,30,pre_sale,negotiation,,,,Reviewed pricing tiers and contract terms. Decision expected within 2 weeks.
b317f8d4-87b8-4836-91ed-feaa33e7a172,ec116d19-f6f3-4dd6-b5dc-c51fecbca5b2,,2022-10-13,90,post_sale,onboarding,,,,Performance optimization discussion. Query caching recommendations provided.
7eb8860b-ea0d-4af5-8b70-8aa0f2deb84c,ec116d19-f6f3-4dd6-b5dc-c51fecbca5b2,,2022-10-29,45,post_sale,check_in,,,,Mobile access requirements gathering. Field team needs dashboard access.
df23896c-7d48-4159-bf38-37bcdb38c905,ec116d19-f6f3-4dd6-b5dc-c51fecbca5b2,,2022-11-20,45,post_sale,check_in,,,,Escalation call. Dashboard performance issues in production. Fix committed.
8daa8517-73ac-4abb-be94-3818abe143f4,ec116d19-f6f3-4dd6-b5dc-c51fecbca5b2,,2022-12-12,45,post_sale,check_in,,,,Data quality concerns raised. Validation rules and monitoring discussed.
32ad7a79-f493-4290-8188-d1a9f8734ddf,ec116d19-f6f3-4dd6-b5dc-c51fecbca5b2,,2023-01-06,45,post_sale,check_in,,,,Escalation call. Dashboard performance issues in production. Fix committed.
85c857fc-443f-4138-ac9a-5a58b30f2ce7,ec116d19-f6f3-4dd6-b5dc-c51fecbca5b2,,2023-01-29,60,post_sale,check_in,,,,Performance optimization discussion. Query caching recommendations provided.
4e9d4f30-5d04-42f0-81f5-c37097461ea7,aec4fb45-a71c-463b-8cc5-624396acead3,658caae5-1d3e-47bc-a8ed-383b4fa3ac51,2023-12-29,90,pre_sale,discovery,,,,Feature request discussion: need better export options and scheduling.
2fdc5d8a-697a-4891-8fcd-a37865fccbde,aec4fb45-a71c-463b-8cc5-624396acead3,658caae5-1d3e-47bc-a8ed-383b4fa3ac51,2024-01-13,60,pre_sale,demo,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
0204f808-1f6a-4b52-852d-6d65ba7687cd,aec4fb45-a71c-463b-8cc5-624396acead3,658caae5-1d3e-47bc-a8ed-383b4fa3ac51,2024-01-24,90,pre_sale,evaluation,,,,Performance optimization discussion. Query caching recommendations provided.
51aa0062-0604-4f73-b3a3-3c0a6e4bbc11,aec4fb45-a71c-463b-8cc5-624396acead3,658caae5-1d3e-47bc-a8ed-383b4fa3ac51,2024-02-06,45,pre_sale,negotiation,,,,Data quality concerns raised. Validation rules and monitoring discussed.
7230f4c4-a587-4de3-8659-3f365b44c905,aec4fb45-a71c-463b-8cc5-624396acead3,,2024-02-25,30,post_sale,onboarding,,,,
fa08f523-b8cf-4e0a-ac2c-ff9db02d8997,aec4fb45-a71c-463b-8cc5-624396acead3,,2024-03-18,45,post_sale,check_in,,,,Quarterly business review. Usage up 40% QoQ. Expansion opportunity identified.
e9a62cb0-b1fe-4c9e-9288-b1daf93283ff,aec4fb45-a71c-463b-8cc5-624396acead3,,2024-04-07,60,post_sale,check_in,,,,Security and compliance review. SOC2 and GDPR requirements discussed.
f08186a2-3360-45bf-9d5c-1d75173e7e44,aec4fb45-a71c-463b-8cc5-624396acead3,,2024-05-02,90,post_sale,check_in,,,,Feature request discussion: need better export options and scheduling.
76678c76-64e8-40db-a10e-6fe1dda24273,aec4fb45-a71c-463b-8cc5-624396acead3,,2024-05-13,60,post_sale,check_in,,,,Mobile access requirements gathering. Field team needs dashboard access.
93a4b2ad-14ad-4b80-9bd3-db754c26602c,aec4fb45-a71c-463b-8cc5-624396acead3,,2024-05-30,60,post_sale,check_in,,,,
0d98a8b9-8660-43ce-8b71-50e2f4f2fb9c,2b2c2d48-ab36-47ae-b932-9c2d807ca974,bebdf9be-3373-42d3-80dd-cc8b7b830e82,2025-10-04,30,pre_sale,discovery,,,,Reviewed pricing tiers and contract terms. Decision expected within 2 weeks.
da1c980b-52bf-4422-94af-26db45a227f9,2b2c2d48-ab36-47ae-b932-9c2d807ca974,bebdf9be-3373-42d3-80dd-cc8b7b830e82,2025-10-14,45,pre_sale,demo,,,,
45590e7e-e1bd-4a77-a885-6c6859807954,2b2c2d48-ab36-47ae-b932-9c2d807ca974,bebdf9be-3373-42d3-80dd-cc8b7b830e82,2025-11-02,45,pre_sale,evaluation,,,,
9d3c9986-9855-48fa-8c22-17c38d6ff700,2b2c2d48-ab36-47ae-b932-9c2d807ca974,bebdf9be-3373-42d3-80dd-cc8b7b830e82,2025-11-20,45,pre_sale,negotiation,,,,
cd736a55-9905-4ecf-96f2-29fc6d72b1b3,2b2c2d48-ab36-47ae-b932-9c2d807ca974,,2025-12-07,60,post_sale,onboarding,,,,
dd19a302-5c51-4253-a90e-4288ae187b67,2b2c2d48-ab36-47ae-b932-9c2d807ca974,,2025-12-31,30,post_sale,check_in,,,,Reviewed pricing tiers and contract terms. Decision expected within 2 weeks.
19915788-a543-45d4-ac4d-f9460517c46e,2b2c2d48-ab36-47ae-b932-9c2d807ca974,,2026-01-15,90,post_sale,check_in,,,,
275e78cc-b5f4-43ca-bc9b-34bfb043f415,2b2c2d48-ab36-47ae-b932-9c2d807ca974,,2026-01-27,90,post_sale,check_in,,,,Technical deep-dive on data modeling capabilities. Engineering team impressed.
8734675d-02ab-47b9-8345-5e825a70ef17,2b2c2d48-ab36-47ae-b932-9c2d807ca974,,2026-02-14,30,post_sale,check_in,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
8ee26ed1-21c8-4c00-b77f-0b788e7fbc39,2b2c2d48-ab36-47ae-b932-9c2d807ca974,,2026-03-03,90,post_sale,check_in,,,,"Onboarding progress review. 3 dashboards live, 2 more in development."
178eed52-f526-427a-ba2f-1c0ab2927fd5,62a3c89a-0477-4d96-908c-0c61d6d78631,e4510410-0b1b-428e-b47d-674eb0f981b1,2025-10-20,90,pre_sale,discovery,,,,Escalation call. Dashboard performance issues in production. Fix committed.
3adac18c-da1f-428c-b268-9c1741cfa436,62a3c89a-0477-4d96-908c-0c61d6d78631,e4510410-0b1b-428e-b47d-674eb0f981b1,2025-11-03,90,pre_sale,demo,,,,
3dce8553-681b-44e3-91d7-5b15e6f6e040,62a3c89a-0477-4d96-908c-0c61d6d78631,e4510410-0b1b-428e-b47d-674eb0f981b1,2025-11-13,30,pre_sale,evaluation,,,,Escalation call. Dashboard performance issues in production. Fix committed.
592e70a2-badc-4e77-b966-f4ec2a7c192a,62a3c89a-0477-4d96-908c-0c61d6d78631,e4510410-0b1b-428e-b47d-674eb0f981b1,2025-11-28,30,pre_sale,negotiation,,,,Discussed product roadmap and upcoming features. Customer expressed interest in advanced analytics.
7607ec7d-ff5b-48d1-9e53-56d4f40402e6,62a3c89a-0477-4d96-908c-0c61d6d78631,,2025-12-17,30,post_sale,onboarding,,,,
aba23d94-828c-4444-8ed5-f836b8738b10,62a3c89a-0477-4d96-908c-0c61d6d78631,,2025-12-24,45,post_sale,check_in,,,,Integration planning session. BigQuery and dbt workflow mapping.
b0bcfbe5-89e3-4ca1-a02a-4fc4c47eef08,62a3c89a-0477-4d96-908c-0c61d6d78631,,2026-01-08,90,post_sale,check_in,,,,Security and compliance review. SOC2 and GDPR requirements discussed.
faf1f10e-274f-4ee2-a34a-5ed20094c19d,62a3c89a-0477-4d96-908c-0c61d6d78631,,2026-01-28,45,post_sale,check_in,,,,Performance optimization discussion. Query caching recommendations provided.
c10794ba-b7bb-4efb-b0f1-10a1b0288c13,62a3c89a-0477-4d96-908c-0c61d6d78631,,2026-02-11,30,post_sale,check_in,,,,
7e4a1c73-b528-427c-9cbb-90912c8132f4,62a3c89a-0477-4d96-908c-0c61d6d78631,,2026-02-25,45,post_sale,check_in,,,,Performance optimization discussion. Query caching recommendations provided.
f8d57063-545a-4427-92c4-8fd7ee8ac331,24b6a188-4b7a-4f0b-98f3-9bdbed4d9f27,2acec95e-9c59-499c-ba81-1149d510aad6,2026-03-13,30,pre_sale,discovery,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
fb71e7ce-3f52-4b5b-857c-37756f9b8e74,24b6a188-4b7a-4f0b-98f3-9bdbed4d9f27,2acec95e-9c59-499c-ba81-1149d510aad6,2026-03-29,90,pre_sale,demo,,,,Feature request discussion: need better export options and scheduling.
11d956fa-488d-4d71-8da8-c84d86dd6ba6,7f9f04fa-fd03-4405-b8d8-c2e6706f6317,2bbd187f-7b97-43d7-a48c-ead5768691d4,2018-08-01,60,pre_sale,discovery,,,,
c3c18a8b-d1bd-4861-814b-5f476f68a7ad,7f9f04fa-fd03-4405-b8d8-c2e6706f6317,2bbd187f-7b97-43d7-a48c-ead5768691d4,2018-08-18,60,pre_sale,demo,,,,Quarterly business review. Usage up 40% QoQ. Expansion opportunity identified.
2d3c6e23-535b-4b0f-b5a8-621fcb044d62,7f9f04fa-fd03-4405-b8d8-c2e6706f6317,2bbd187f-7b97-43d7-a48c-ead5768691d4,2018-09-01,45,pre_sale,evaluation,,,,"Onboarding progress review. 3 dashboards live, 2 more in development."
898806a8-83e7-4a62-ba11-75f4565a74b7,7f9f04fa-fd03-4405-b8d8-c2e6706f6317,2bbd187f-7b97-43d7-a48c-ead5768691d4,2018-09-09,60,pre_sale,negotiation,,,,
9931d074-1ed5-42c8-97b0-e842af92a34d,7f9f04fa-fd03-4405-b8d8-c2e6706f6317,,2018-09-28,45,post_sale,onboarding,,,,Feature request discussion: need better export options and scheduling.
8d5d4448-0035-4ea1-8895-0f9465ba7453,7f9f04fa-fd03-4405-b8d8-c2e6706f6317,,2018-10-14,30,post_sale,check_in,,,,
75bb711c-5434-4f8b-9b9f-2f7159fdfdde,7f9f04fa-fd03-4405-b8d8-c2e6706f6317,,2018-10-31,30,post_sale,check_in,,,,Security and compliance review. SOC2 and GDPR requirements discussed.
0610ca53-07d1-415b-afbe-f7944bd93c1c,7f9f04fa-fd03-4405-b8d8-c2e6706f6317,,2018-11-06,45,post_sale,check_in,,,,Quarterly business review. Usage up 40% QoQ. Expansion opportunity identified.
b1fa4ffa-d293-4689-b31e-0b3f2198f08d,7f9f04fa-fd03-4405-b8d8-c2e6706f6317,,2018-11-11,45,post_sale,check_in,,,,Reviewed pricing tiers and contract terms. Decision expected within 2 weeks.
3adbd531-221b-4759-be84-fb8c684689ee,7f9f04fa-fd03-4405-b8d8-c2e6706f6317,,2018-11-27,90,post_sale,check_in,,,,
c96744d0-c913-498c-ba37-214acf9b4dea,39307521-9adc-4311-9883-da8f412ec95c,90bb978c-5723-44d9-902f-65caadaffae6,2018-12-30,30,pre_sale,discovery,,,,Technical deep-dive on data modeling capabilities. Engineering team impressed.
9792e471-c4b0-4f12-a339-78fe415f64c3,39307521-9adc-4311-9883-da8f412ec95c,90bb978c-5723-44d9-902f-65caadaffae6,2019-01-12,60,pre_sale,demo,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
821aaf76-0662-4acb-ac6f-bfbf96954714,39307521-9adc-4311-9883-da8f412ec95c,90bb978c-5723-44d9-902f-65caadaffae6,2019-02-04,90,pre_sale,evaluation,,,,"Onboarding progress review. 3 dashboards live, 2 more in development."
67d9315d-001c-4ccc-9a84-b5626c120aee,39307521-9adc-4311-9883-da8f412ec95c,90bb978c-5723-44d9-902f-65caadaffae6,2019-02-28,90,pre_sale,negotiation,,,,Discussed product roadmap and upcoming features. Customer expressed interest in advanced analytics.
81d5106d-8771-4feb-8a0e-4e2e4fdefc18,39307521-9adc-4311-9883-da8f412ec95c,,2019-03-17,60,post_sale,onboarding,,,,
e2d3b488-0a8b-4209-bb81-1765bfbfe778,39307521-9adc-4311-9883-da8f412ec95c,,2019-04-06,90,post_sale,check_in,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
eaf4b2c4-1381-4c31-b99b-ec4d13c73e7a,39307521-9adc-4311-9883-da8f412ec95c,,2019-04-26,30,post_sale,check_in,,,,Performance optimization discussion. Query caching recommendations provided.
ba2f1978-aae9-47ca-9f2a-db92a457508c,39307521-9adc-4311-9883-da8f412ec95c,,2019-05-13,60,post_sale,check_in,,,,
2319ea41-c998-4b61-83dc-2f0686481e94,39307521-9adc-4311-9883-da8f412ec95c,,2019-05-28,45,post_sale,check_in,,,,
6dc70a8d-d950-41de-b9ca-5508f2d6bd57,39307521-9adc-4311-9883-da8f412ec95c,,2019-06-11,45,post_sale,check_in,,,,"Onboarding progress review. 3 dashboards live, 2 more in development."
0b22e8b0-4b38-4eb9-9e18-ef96495442b0,213e86d5-abf8-42f2-8130-6cfadcfd49fe,ed83b792-36c0-4df2-b250-cee49c36aebc,2020-06-03,90,pre_sale,discovery,,,,Feature request discussion: need better export options and scheduling.
6587565f-b874-4ef8-8912-63e6c5d1563d,213e86d5-abf8-42f2-8130-6cfadcfd49fe,ed83b792-36c0-4df2-b250-cee49c36aebc,2020-06-09,30,pre_sale,demo,,,,
673b6f66-a6d5-4c2d-b2cf-169c11b46fc7,213e86d5-abf8-42f2-8130-6cfadcfd49fe,ed83b792-36c0-4df2-b250-cee49c36aebc,2020-07-01,60,pre_sale,evaluation,,,,
c9d46dfc-3063-45a0-81d8-2510b920caf1,213e86d5-abf8-42f2-8130-6cfadcfd49fe,ed83b792-36c0-4df2-b250-cee49c36aebc,2020-07-24,30,pre_sale,negotiation,,,,Feature request discussion: need better export options and scheduling.
96bf5a9b-1c4c-4d45-bec8-7c7002974f1c,213e86d5-abf8-42f2-8130-6cfadcfd49fe,,2020-07-31,60,post_sale,onboarding,,,,Renewal negotiation. Multi-year discount proposed. Awaiting budget approval.
1a263ac9-9c1b-456e-ac7d-0e86b0cafe82,213e86d5-abf8-42f2-8130-6cfadcfd49fe,,2020-08-18,60,post_sale,check_in,,,,
d7d30451-b591-4ca6-a25c-68ee57bd4801,213e86d5-abf8-42f2-8130-6cfadcfd49fe,,2020-09-10,60,post_sale,check_in,,,,"Onboarding progress review. 3 dashboards live, 2 more in development."
8167b6e0-18e1-4516-9e98-e770df758bae,213e86d5-abf8-42f2-8130-6cfadcfd49fe,,2020-10-05,60,post_sale,check_in,,,,Performance optimization discussion. Query caching recommendations provided.
600b3b41-2ef1-4c5a-b59a-2143c27a0b39,213e86d5-abf8-42f2-8130-6cfadcfd49fe,,2020-10-19,90,post_sale,check_in,,,,Performance optimization discussion. Query caching recommendations provided.
