id,use_case_id,name,description,status,shipped_at
38c628a5-5bb7-461f-a681-b9e9ca5d33c8,45a20a2f-c6c4-418f-a138-93363c961cbc,Async picker for Performance #139,Async picker capability in Performance,shipped,2025-08-11
c198c179-af8b-4066-9628-c9d7e99e3949,7b560677-db8f-49e8-b8b8-cf8f0962c78f,Advanced navigator for Performance #140,Advanced navigator capability in Performance,planned,
edcd8804-9e45-4292-8046-bf3e91a7488d,a3b68ad2-82e3-4ae2-a02e-4c1c2aa2c9f7,Smart navigator for Performance #141,Smart navigator capability in Performance,shipped,2021-08-20
4253a5a1-ea7c-486d-be74-397c7261a588,6b42903f-7097-419b-b4c9-a6ec01c85da2,Bulk navigator for Performance #142,Bulk navigator capability in Performance,shipped,2023-05-16
7ef29b34-e49b-4bc9-a088-3d28d7adb660,7d97062f-c208-4778-bea1-128926d351fd,Custom navigator for Performance #143,Custom navigator capability in Performance,shipped,2022-08-04
b39d1eb2-341f-450d-b2e9-92852b8822d3,23a3b5a2-30c0-4736-acdd-f0dd0dee23bf,Auto navigator for Performance #144,Auto navigator capability in Performance,shipped,2021-07-25
3a51beb9-87be-467f-bc4a-e320efc49ed7,e25581b3-0259-46f6-bd97-77647c5f938a,Enhanced navigator for Performance #145,Enhanced navigator capability in Performance,shipped,2024-08-26
08880ab0-9334-4739-8f7e-2215b9f61331,ff98ce8d-e758-44b2-9e9f-e179b4f4fcb3,Inline navigator for Performance #146,Inline navigator capability in Performance,in_development,
3a15e150-1174-44dc-b78c-1554c714499c,4f46cdcb-adce-4313-919a-493c93e57ef0,Live navigator for Performance #147,Live navigator capability in Performance,shipped,2026-02-07
c772d948-4f18-4605-9f45-2264461cdb6f,7a08caca-78bd-4f1f-9329-895016f60072,Cached navigator for Performance #148,Cached navigator capability in Performance,shipped,2023-10-02
0e2e5a2e-9472-4539-8516-ac0e03b66ad2,3315eb81-a6d9-4166-b919-458cebb5ff86,Async navigator for Performance #149,Async navigator capability in Performance,planned,
6c1f1713-9456-4818-b4e4-723b25560589,480d8c95-1470-4ecc-82a2-63d191447738,Advanced wizard for Integrations #150,Advanced wizard capability in Integrations,shipped,2024-12-02
3c64cbd8-460a-422f-a550-5b219fc5c33e,53c69b34-f46d-4d8c-9fd8-a388167633fe,Smart wizard for Integrations #151,Smart wizard capability in Integrations,deprecated,2023-05-23
18098575-7db4-4f34-9549-455a1f753e60,60500670-3466-4a1e-9da0-139b7bd501fd,Bulk wizard for Integrations #152,Bulk wizard capability in Integrations,planned,
f9442dbe-b9dd-48ff-b3c2-214b8a2153f7,49b5b8ec-c6d7-4202-820d-d8528365276c,Custom wizard for Integrations #153,Custom wizard capability in Integrations,shipped,2024-06-19
55ec2e2d-6c11-47a1-80c3-605e1e4993c6,5353e653-fa19-4bc1-ba16-725b4b1dfe3b,Auto wizard for Integrations #154,Auto wizard capability in Integrations,planned,
7f901278-0b50-44a4-bb4e-1c3cd2f2f377,80109d4d-0be7-49fe-aee0-31d02fcced28,Enhanced wizard for Integrations #155,Enhanced wizard capability in Integrations,in_development,
d5f23342-3ded-4c0c-9cbd-1df5643e27cd,1af0e76c-0062-4733-a320-666c1074ab62,Inline wizard for Integrations #156,Inline wizard capability in Integrations,planned,
8feb0d38-a4f3-4494-84db-3513532b473e,a6c96355-2c19-4f06-96e5-bc595371be9b,Live wizard for Integrations #157,Live wizard capability in Integrations,shipped,2021-03-14
6adc7c15-4baa-4c0a-b233-adeb68ddecb5,247546c6-ee41-4969-b9c9-6976cb02fa87,Cached wizard for Integrations #158,Cached wizard capability in Integrations,deprecated,2023-07-22
8de6db91-b7c0-4393-ab17-4db5118bb6c1,4e6cbd1c-e7d6-4986-b86f-91afe36537ae,Async wizard for Integrations #159,Async wizard capability in Integrations,shipped,2025-04-14
3f131179-fca0-4621-94ee-db3786f06c0f,21091d6b-5112-4f7a-b859-8db1cb608614,Advanced renderer for Integrations #160,Advanced renderer capability in Integrations,deprecated,2023-12-22
aff029e6-4c3d-4591-85c6-e5f91354158c,313e1439-1a20-4096-9563-31e4d1d91f66,Smart renderer for Integrations #161,Smart renderer capability in Integrations,in_development,
0d0aadd2-51d9-43bc-a807-d540600e70b1,8827cd5e-4880-4ecf-a1c5-49c06316426d,Bulk renderer for Integrations #162,Bulk renderer capability in Integrations,shipped,2025-04-29
665e742f-0825-455e-b178-dd0756a851ac,8c47b6b1-21cf-49b0-b888-df5a723c08c1,Custom renderer for Integrations #163,Custom renderer capability in Integrations,planned,
147136ff-6adb-4bf6-968b-dbdf4a761d8d,5896878a-3541-414b-b6d0-16a2c7a719e0,Auto renderer for Integrations #164,Auto renderer capability in Integrations,planned,
2e2c0eac-4115-4781-8969-aaafcf276817,bd853784-281d-46d8-bfc5-38983fe883ac,Enhanced renderer for Integrations #165,Enhanced renderer capability in Integrations,shipped,2025-12-03
1b033e53-7c89-43c8-ac83-4a7807db9e0a,fc0a61be-adc4-41eb-92a9-ecd4eff54fba,Inline renderer for Integrations #166,Inline renderer capability in Integrations,in_development,
8bf89401-0796-4dcd-9e90-6b35a780e9f5,a7c4b39a-d490-4895-ac3e-cc43ef7bcbbe,Live renderer for Integrations #167,Live renderer capability in Integrations,shipped,2021-01-07
dfa4dbe9-1761-444c-b618-af1c620330ee,22f1df97-864c-4a7b-b0da-7c391204e0a1,Cached renderer for Integrations #168,Cached renderer capability in Integrations,in_development,
37cdba67-311c-4ad2-b1c8-74987027afd2,95905df5-53be-49d7-b80c-c8931c0866e1,Async renderer for Integrations #169,Async renderer capability in Integrations,in_development,
cb632d6c-9d92-43c2-920a-8bc30f3505d0,3f99376f-e0de-4c89-8b35-2fa28cde693b,Advanced connector for Integrations #170,Advanced connector capability in Integrations,planned,
7abfbe2a-3095-4e01-b86c-39c088af9998,6bb8f555-47d0-4f44-8a94-69815a0039d1,Smart connector for Integrations #171,Smart connector capability in Integrations,shipped,2025-06-07
5045ce2d-f240-4f43-a576-083ed62f54cf,5d05d6db-5b3b-4cb0-b0cf-cfd4c94fe85b,Bulk connector for Integrations #172,Bulk connector capability in Integrations,shipped,2025-02-20
70fc9abb-666b-43bf-993b-a82d6573a67e,62fb7940-19c3-43f2-894d-f3719f6c5e51,Custom connector for Integrations #173,Custom connector capability in Integrations,shipped,2024-11-30
3e2ddc65-c277-4a35-934d-95b71e599671,2f493f17-bdc2-4428-a8b3-cf1551695c9f,Auto connector for Integrations #174,Auto connector capability in Integrations,planned,
8e7f7889-ec85-459d-a9f5-fca07d27e835,9a28965a-993c-46b6-a324-ef2be18e0c18,Enhanced connector for Admin #175,Enhanced connector capability in Admin,shipped,2025-01-29
15ebf4a8-800a-409a-916d-cc3310d8a32e,da3048ed-061a-4aa5-b064-f95631ca101d,Inline connector for Admin #176,Inline connector capability in Admin,planned,
00ea308f-25b1-482b-8c97-03aa963bd486,68fa7c79-fba3-4a5c-a9e3-79e17e27efc5,Live connector for Admin #177,Live connector capability in Admin,shipped,2021-04-14
a732b895-f55a-4b01-9a60-c8c823c88ad1,29a84ec1-710e-45b9-b9be-9f7aa1b88a8b,Cached connector for Admin #178,Cached connector capability in Admin,shipped,2024-05-03
11bdb618-9078-404d-818d-d22b894f3c4d,9a5287db-dfa1-4e4b-b738-2823375d7a66,Async connector for Admin #179,Async connector capability in Admin,shipped,2021-10-28
bc4775da-8ca5-4a1e-a0b9-5fceafc85abf,ee5b21ca-9dd1-41f6-b84e-186b25dd267b,Advanced validator for Admin #180,Advanced validator capability in Admin,shipped,2025-06-06
25e05833-b2e4-42eb-98b9-5cef80c9b479,f91d1753-a66c-4795-aa30-1be7cf9dae7f,Smart validator for Admin #181,Smart validator capability in Admin,in_development,
03b4b2be-840e-4d97-ac77-a2f40daf03c7,26826d71-684a-4a90-a229-99b12ebb3e00,Bulk validator for Admin #182,Bulk validator capability in Admin,in_development,
542410ca-0d3c-43fd-97e9-3ac5341d4f67,c7c0bd04-3872-400a-bf32-b29339ad4ba1,Custom validator for Admin #183,Custom validator capability in Admin,shipped,2022-12-10
3d8078bd-f706-48fd-993b-2b0e27cbd27e,28dce522-3087-4ba2-85cf-fed0c757d2b8,Auto validator for Admin #184,Auto validator capability in Admin,planned,
bdc57e84-2c91-47ef-ab2d-5e04a7bba018,25114232-c6e7-4bbf-8f32-a0f7f014cb39,Enhanced validator for Admin #185,Enhanced validator capability in Admin,shipped,2021-01-11
36c2fada-c302-450b-9483-cc0658bd1624,3f0543ab-f88f-48f0-a35c-31f93dedb3d2,Inline validator for Admin #186,Inline validator capability in Admin,shipped,2022-10-05
2f2fa12d-b72e-4199-8494-ce40b586be4a,508e7ce7-110e-42ef-a1f7-f33f6c33452c,Live validator for Admin #187,Live validator capability in Admin,planned,
1221e814-0906-43f5-a354-57bf2cae8145,ee4f2389-0aa6-4b3c-8dba-a7903b9b72d9,Cached validator for Admin #188,Cached validator capability in Admin,shipped,2021-11-10
22d940af-a56d-4a1f-bbc9-a2bbc38a4399,20908be6-cf67-4a61-b244-8dc98c416435,Async validator for Admin #189,Async validator capability in Admin,in_development,
74c66dac-26b7-4697-b799-361c0c594788,6d4cb120-72c0-4cd5-938a-c60d566162dd,Advanced parser for Admin #190,Advanced parser capability in Admin,in_development,
0c6e67f0-ce5e-4d63-98d5-cc038efaf715,55425c44-039f-4e62-aa9b-09ed71b1530a,Smart parser for Admin #191,Smart parser capability in Admin,in_development,
1c724fc7-047f-4b59-bea6-36cc56d77bef,73db58a2-e45f-4c73-ac7a-797ddde6ed90,Bulk parser for Admin #192,Bulk parser capability in Admin,shipped,2025-02-01
613c2f41-8e93-4931-9850-edae475b3f07,2e25fcf2-4953-43d1-9628-3e7f55f9e1ca,Custom parser for Admin #193,Custom parser capability in Admin,planned,
a4504f6a-92f2-4d11-b5fa-04c9dbe8307d,5a59d398-b9f3-4b73-b878-59c0b0e3a2b6,Auto parser for Admin #194,Auto parser capability in Admin,shipped,2024-08-10
edaa7660-8a5d-447e-b831-9bbc39d3c422,ac01d776-c2ef-409c-bbaa-ee7314928f7c,Enhanced parser for Admin #195,Enhanced parser capability in Admin,planned,
cf88931f-f729-4305-b689-5600b7c8696b,5e8dd8f3-f62e-41ab-848a-468192f43944,Inline parser for Admin #196,Inline parser capability in Admin,shipped,2024-07-31
0ddcf3fd-1b86-4f04-93a7-bf66811f6186,96ebed9f-1500-49ed-9678-88228f212db1,Live parser for Admin #197,Live parser capability in Admin,shipped,2024-02-02
36dfa915-d05f-4a85-8f21-5cd85eb49a68,33f88ea6-b41e-4716-b330-079889b5eec0,Cached parser for Admin #198,Cached parser capability in Admin,planned,
5431dc6a-5a29-4b97-bb19-791322d8720e,55313f0b-0bbb-4799-8c81-2bd441354a23,Async parser for Admin #199,Async parser capability in Admin,in_development,
40e8f44f-82cb-4a83-9c37-73722c74d917,cd3a7722-0bcf-479b-bd8d-3b49216101d8,Advanced editor for AI/ML #200,Advanced editor capability in AI/ML,shipped,2025-10-16
385ac341-3584-4a9b-9b67-c0c404126f6e,d810814b-e4a6-4daa-b9e4-106741cf23f3,Smart editor for AI/ML #201,Smart editor capability in AI/ML,deprecated,2024-05-03
b70c6845-157b-4e16-aae6-6038a3bee082,8ba90148-435b-4c0f-9a22-53795a15f3bf,Bulk editor for AI/ML #202,Bulk editor capability in AI/ML,shipped,2023-10-12
9ea5d0ed-bb76-4367-8c87-3f8446fdc5ce,d7d83346-06f9-4947-9bae-e7e7ff6ab4ee,Custom editor for AI/ML #203,Custom editor capability in AI/ML,planned,
14114839-4067-4a58-acba-77e01b8a29e4,446534a3-c8c1-48ad-b55a-3f176b5d0938,Auto editor for AI/ML #204,Auto editor capability in AI/ML,deprecated,2023-05-07
6cc693f0-e72a-481f-9716-f652d79b500c,3bdfe049-9409-4674-80c5-9e8063140225,Enhanced editor for AI/ML #205,Enhanced editor capability in AI/ML,in_development,
b825a4c7-f240-4b2b-bdea-c9a72d1d6052,62011120-64fc-49b6-a37f-12dca021ea59,Inline editor for AI/ML #206,Inline editor capability in AI/ML,shipped,2023-09-14
cae5de65-2041-4173-ac87-c925d4c644ac,bc7a2c8c-286e-4ec7-8e41-198edf5c2ffa,Live editor for AI/ML #207,Live editor capability in AI/ML,planned,
348df34a-f289-45b1-b412-4e7521d5511c,dd405986-7017-41c0-9ee1-b2404ec7a02d,Cached editor for AI/ML #208,Cached editor capability in AI/ML,shipped,2025-09-13
72253f7e-ceee-425a-8fb9-17879df834e7,912e0535-94ab-4c09-b06f-16cd46f0eb61,Async editor for AI/ML #209,Async editor capability in AI/ML,planned,
53153273-9276-449b-9def-7bdad65b0f6c,30361528-95d3-4fa4-862b-609841901332,Advanced viewer for AI/ML #210,Advanced viewer capability in AI/ML,shipped,2025-09-07
1b462287-5d42-4b6e-b1c2-e35f20d8fd70,4ca60a5b-02a7-4f30-ba97-992e0a0a4443,Smart viewer for AI/ML #211,Smart viewer capability in AI/ML,in_development,
4a187216-94ae-4f6a-b979-a091d96d2262,dbf63a72-5e8d-481f-8375-43cd3b43bcd2,Bulk viewer for AI/ML #212,Bulk viewer capability in AI/ML,planned,
ca54c41d-f6c3-4cda-9128-48a6df471490,71a1db8f-a84f-458e-955b-987a30c82c57,Custom viewer for AI/ML #213,Custom viewer capability in AI/ML,planned,
63c9bd38-be32-4a7b-b7f0-8c7d5bd8295c,609b3549-ed06-4616-a525-802f4b3a1273,Auto viewer for AI/ML #214,Auto viewer capability in AI/ML,shipped,2022-08-13
0701cdaf-6ea0-4246-824d-b6a031cd54b2,dd7e192d-9be0-4530-98ec-7a3af4067331,Enhanced viewer for AI/ML #215,Enhanced viewer capability in AI/ML,in_development,
c25e0eaa-d0c3-491e-b22e-4fed5901041a,5661d125-d97e-4eea-9ea6-93b7203e424b,Inline viewer for AI/ML #216,Inline viewer capability in AI/ML,shipped,2023-04-03
e8004ee0-3f4c-42c4-bd8f-efea3a19030a,e1750929-6aff-4719-b370-3bf84536faa9,Live viewer for AI/ML #217,Live viewer capability in AI/ML,planned,
93f5da67-9b69-465d-b3d6-4c610c2d4842,4b7b6a2d-93ee-4876-86c2-2f14bf79b466,Cached viewer for AI/ML #218,Cached viewer capability in AI/ML,planned,
8aa61bba-3d98-41c8-9443-af1c6a4b8454,8a60e79d-2748-44a0-9722-5db7a54c5b66,Async viewer for AI/ML #219,Async viewer capability in AI/ML,shipped,2022-06-11
ee151cc1-88cb-4f74-96c4-c7f44993f34f,6f811f2b-3237-4735-9500-78201b47f32c,Advanced builder for AI/ML #220,Advanced builder capability in AI/ML,deprecated,2024-02-22
f87146e4-1280-4890-a004-5da29402bf32,ad61f89a-07f5-460e-9483-9b4f6745b062,Smart builder for AI/ML #221,Smart builder capability in AI/ML,planned,
2f3bc8ac-9625-4414-9841-d04df16f8ae3,e512457f-58e2-4605-ad2d-2b922a20f0d7,Bulk builder for AI/ML #222,Bulk builder capability in AI/ML,planned,
162b9fbf-7aff-423e-a8c5-f705306b929c,20cf4cbd-b29c-48bf-8b2e-5ecb725a446e,Custom builder for AI/ML #223,Custom builder capability in AI/ML,planned,
7fb07b60-af42-4285-b2d7-da469b999593,d0efb65c-aba2-41dd-a025-54974c48e811,Auto builder for AI/ML #224,Auto builder capability in AI/ML,planned,
cb981810-041d-45f9-805b-4973fb4a99ea,0b007e33-2179-4bcd-b2bb-783a8597ce5a,Enhanced builder for Embedding #225,Enhanced builder capability in Embedding,planned,
e23c966e-0a2b-42bf-b110-8ca29e66ca0b,bb848717-f19a-4d8a-86f2-8708a59f8a9e,Inline builder for Embedding #226,Inline builder capability in Embedding,shipped,2024-01-14
4300057f-5777-4505-bec8-0d11f1e3b416,918a972d-9a62-4ecd-a7f2-f7e4a8a9e0b7,Live builder for Embedding #227,Live builder capability in Embedding,shipped,2023-08-28
927ad977-12f3-4cab-8b13-288572f489c1,91188810-c086-48e1-9719-088254a8848c,Cached builder for Embedding #228,Cached builder capability in Embedding,in_development,
a89859a4-4abc-4bdd-8763-0e53be96b1e3,8d998239-1521-41e2-8112-e4544145a721,Async builder for Embedding #229,Async builder capability in Embedding,planned,
6cb44baa-7c82-49b4-ba8e-7cb260fbf420,e3bcffd3-dad6-48b3-9b69-ce0ee2e328be,Advanced picker for Embedding #230,Advanced picker capability in Embedding,planned,
f29dfe45-a357-48f2-aee1-8b9fb950a111,6af6b61e-eebb-4b02-b75a-369b3738c680,Smart picker for Embedding #231,Smart picker capability in Embedding,shipped,2024-10-02
51640392-8753-4a2b-8bc6-a1b2f678c6e3,8e807443-6c1c-4ec0-8bb2-fc377e09064d,Bulk picker for Embedding #232,Bulk picker capability in Embedding,shipped,2024-12-19
1b97a940-8af1-4846-b330-3b1fb3e84661,766a91fc-9d4a-4565-a431-0fa85be30539,Custom picker for Embedding #233,Custom picker capability in Embedding,shipped,2022-01-06
87da8f13-0947-4376-81b1-d4e5bc4072cb,2558f483-665f-41cd-b364-040a50cbab53,Auto picker for Embedding #234,Auto picker capability in Embedding,planned,
30e64c06-ddfe-48e5-a88b-3064bbbe3914,fa65a0f3-c163-4537-b55e-27b673681591,Enhanced picker for Embedding #235,Enhanced picker capability in Embedding,in_development,
485bd0dd-51b3-4403-a79b-8fdda6f72b01,bfae5815-273f-436e-af07-6666884a5ed9,Inline picker for Embedding #236,Inline picker capability in Embedding,deprecated,2022-10-01
adee8c26-9dc8-4dde-9c48-efc7754d0d74,5658445d-4bb1-45a6-a405-99e3344fef7b,Live picker for Embedding #237,Live picker capability in Embedding,planned,
8f6bf6c8-b95b-407b-84fb-f19cfc4c5168,34ac25e7-6168-4961-b120-7dd213a6657f,Cached picker for Embedding #238,Cached picker capability in Embedding,deprecated,2024-04-19
9a22d844-4134-41d9-8ccf-ddf8c47549dc,791a0e6b-0e8c-418d-9729-4a8876b54568,Async picker for Embedding #239,Async picker capability in Embedding,shipped,2024-02-07
82678a9b-98e5-400f-a4c1-202925c501e5,8dfd8090-af49-43ed-8689-4e514489c300,Advanced navigator for Embedding #240,Advanced navigator capability in Embedding,shipped,2020-11-02
a1bb841e-9208-4fb7-b49e-f1e7fa014d4d,1b758d53-5b76-43d3-b60b-3dedb6a30b0d,Smart navigator for Embedding #241,Smart navigator capability in Embedding,shipped,2022-08-13
c182a85d-6bb6-446d-acd2-8f084c5e5a02,ac33e23b-0be9-4add-a290-97dc8366f640,Bulk navigator for Embedding #242,Bulk navigator capability in Embedding,shipped,2022-10-18
4ee0f715-21d5-4224-b028-2e89a1998180,5c4eab04-2ac8-4185-b78f-cd4068507789,Custom navigator for Embedding #243,Custom navigator capability in Embedding,planned,
ae06e3cc-d40a-4f24-808a-fcc3383ea9b1,787fa277-4d3f-4d0a-8465-e287d139f775,Auto navigator for Embedding #244,Auto navigator capability in Embedding,in_development,
44a7d6e0-bc2e-4163-9db3-d255b773b6a4,9faf3baf-4533-4be4-af3a-2d6d0704f900,Enhanced navigator for Embedding #245,Enhanced navigator capability in Embedding,shipped,2020-10-28
db574095-664d-40c5-a1d8-01d4784c2dba,03cad670-bd31-4a68-b262-29b762989da6,Inline navigator for Embedding #246,Inline navigator capability in Embedding,shipped,2024-08-22
e6d14949-3a17-4ea6-a69e-09f40d8d633b,eccfcf2d-f7b0-4bfe-8a60-e41ad95bc381,Live navigator for Embedding #247,Live navigator capability in Embedding,in_development,
2360a77e-12f8-4506-a6cf-5677c60d733f,dd1c238d-323f-48f6-a13f-2e8b9e3a33ae,Cached navigator for Embedding #248,Cached navigator capability in Embedding,shipped,2021-05-13
aef30878-6090-47a2-a4c0-621ec834dd7b,74f71aca-8267-46fe-8d4c-6c1d9eedf38c,Async navigator for Embedding #249,Async navigator capability in Embedding,shipped,2024-08-27
28fc4c6b-cff3-4ae2-8fec-1949fb916905,2bedfb9f-cbe1-4fb0-b2aa-1d3af3972810,Advanced wizard for Export/Delivery #250,Advanced wizard capability in Export/Delivery,shipped,2025-08-16
b4d42825-fbce-4147-b5d8-0466507fdee3,8a41749b-83e0-45c8-b191-071ebd33bffd,Smart wizard for Export/Delivery #251,Smart wizard capability in Export/Delivery,planned,
ba19c232-3ecb-477b-b7e7-87a93570c7b7,7efb83b5-9af6-4f28-a6cd-48a8124b0636,Bulk wizard for Export/Delivery #252,Bulk wizard capability in Export/Delivery,shipped,2025-08-18
ff04e8b2-32e4-4a55-badb-a3e339762eb2,3d130da2-e29c-4463-a608-bfead01adcef,Custom wizard for Export/Delivery #253,Custom wizard capability in Export/Delivery,planned,
49488108-7c58-4cb2-8f3b-b130d7817d43,dd45adbf-dddd-4618-b0f1-7977cfb21a70,Auto wizard for Export/Delivery #254,Auto wizard capability in Export/Delivery,planned,
5d564368-0206-4080-a310-66a8d7ade725,6851ef79-9fc7-4eb5-b821-57f79c4a0aa1,Enhanced wizard for Export/Delivery #255,Enhanced wizard capability in Export/Delivery,shipped,2023-11-19
5ecaebc3-7ba6-4516-b164-0cd607cd6cc6,9d6e761e-4b5b-4b16-8743-76c8525954ab,Inline wizard for Export/Delivery #256,Inline wizard capability in Export/Delivery,planned,
3ef4b22f-76be-4189-ba59-00c1a6eb4e83,8b988bbd-23eb-4f54-993b-0f41e0b9d815,Live wizard for Export/Delivery #257,Live wizard capability in Export/Delivery,planned,
2c60a65d-69e8-4348-bd61-d31c6dedc5eb,51dd40c1-b3e0-42c7-897e-b21ba5f8c788,Cached wizard for Export/Delivery #258,Cached wizard capability in Export/Delivery,shipped,2024-09-29
180bcd5c-ed6a-4d57-b5a0-857677325b89,0418388c-e990-4e9c-b643-d89f2c64a806,Async wizard for Export/Delivery #259,Async wizard capability in Export/Delivery,shipped,2024-04-28
3fa68354-5fc8-46c2-b819-0372fb6b4bec,4a3f5d4e-5ffb-484d-ae17-8e782bcb5909,Advanced renderer for Export/Delivery #260,Advanced renderer capability in Export/Delivery,in_development,
70c19f86-12e6-4b2f-92b2-21ef534b9129,58a526a8-aa20-43a2-882a-ea40f3a7f86d,Smart renderer for Export/Delivery #261,Smart renderer capability in Export/Delivery,in_development,
33623e2f-d00a-4b98-90c6-a9713616fb66,69631439-cf25-4362-90aa-47132783a2af,Bulk renderer for Export/Delivery #262,Bulk renderer capability in Export/Delivery,shipped,2023-01-24
1485e2c3-f779-49ff-9112-2e4b2df719be,710613aa-4604-47ae-8bf5-8cebd32e44b2,Custom renderer for Export/Delivery #263,Custom renderer capability in Export/Delivery,shipped,2021-10-07
6a1b3106-b5d2-43d4-bdc5-fd825e4ff2f6,51a49ff4-41c6-4a1d-becb-710ac339373f,Auto renderer for Export/Delivery #264,Auto renderer capability in Export/Delivery,deprecated,2025-07-02
0d350659-2128-4fe6-80dd-28ea1fd7a95b,be73c30e-b391-41b5-b28f-ba240b25cb30,Enhanced renderer for Export/Delivery #265,Enhanced renderer capability in Export/Delivery,in_development,
8a155548-3954-4d8b-97ef-99e748bf4b9c,9b3483d5-767f-4a17-b1ff-5f279d30b86d,Inline renderer for Export/Delivery #266,Inline renderer capability in Export/Delivery,planned,
cc2d410c-84f4-4ef2-b063-4f88baff7ad2,4aaaea64-fd97-4e9d-aba8-7dd33f4b66e7,Live renderer for Export/Delivery #267,Live renderer capability in Export/Delivery,planned,
ad79ac1a-809d-4975-ad8f-cb0e7e470eed,7118d6d8-1161-4350-a3b1-f3ecbceea037,Cached renderer for Export/Delivery #268,Cached renderer capability in Export/Delivery,planned,
d19826cc-b1c8-42de-b087-4dbec53fe57c,f1f14a56-75d7-49d8-b6ed-b508ca115d39,Async renderer for Export/Delivery #269,Async renderer capability in Export/Delivery,planned,
b908c43c-7039-4c2c-9673-1e4595b0efff,5577d201-0c31-4dae-a82a-7f4d2ec5ccb2,Advanced connector for Export/Delivery #270,Advanced connector capability in Export/Delivery,shipped,2023-07-13
a628f600-a5a7-4830-ba3c-11e98bee450f,93398edf-c68f-499b-9c07-58a1d64cb804,Smart connector for Export/Delivery #271,Smart connector capability in Export/Delivery,in_development,
2baf524d-0352-4ac2-80a6-fd63dd77ac52,eff26e96-186a-41bb-b674-86d75fd9711e,Bulk connector for Export/Delivery #272,Bulk connector capability in Export/Delivery,shipped,2023-01-04
d9a6071e-16fc-4ba8-865f-e3fbef74a1be,5a0d2457-2d1d-4b29-8627-65bfe39da570,Custom connector for Export/Delivery #273,Custom connector capability in Export/Delivery,shipped,2021-10-15
7a0dd002-3891-459a-a29b-aedf56890ec7,bd1dd411-e8a1-4c6e-bc9a-7d380a20f58e,Auto connector for Export/Delivery #274,Auto connector capability in Export/Delivery,planned,
4082cc18-bf1d-49c1-ae7b-a7bdccb219b3,2d520deb-a8aa-4a58-82e6-bc810e1c3270,Enhanced connector for Mobile #275,Enhanced connector capability in Mobile,shipped,2022-03-12
b3f541c4-cca8-4d82-92ec-7694370bc4ad,431578bf-2002-463a-991f-3da97a524795,Inline connector for Mobile #276,Inline connector capability in Mobile,planned,
24805835-97d2-47f3-85f4-017752fe3361,0ed11ed0-e775-4433-88ca-bb697a71b53e,Live connector for Mobile #277,Live connector capability in Mobile,shipped,2023-07-01
b02d4a0f-16b2-43bf-ba21-f62886462684,25c6bffc-ec38-4ae3-893a-7a478184342f,Cached connector for Mobile #278,Cached connector capability in Mobile,planned,
510f2fb4-3489-4dd1-a38b-5653d35ef199,f2c47dbf-104a-4d0d-83b9-fa3c1e34c0e4,Async connector for Mobile #279,Async connector capability in Mobile,planned,
9a09e6f4-12d3-4e8a-b90f-2c0abb172ef9,e22c02ba-9a8f-4500-a58c-42edfd46fa18,Advanced validator for Mobile #280,Advanced validator capability in Mobile,shipped,2024-02-23
12671208-cda7-47cb-b22a-ae0dbba9bb00,976cc7ca-1396-49cb-92db-70db32e5511a,Smart validator for Mobile #281,Smart validator capability in Mobile,planned,
d01264ad-1d90-4dce-9c32-b6e6493feb70,fe6c1d0b-f703-4f7e-9f0c-13abfeaae6a1,Bulk validator for Mobile #282,Bulk validator capability in Mobile,deprecated,2025-08-14
1598826c-8480-4769-8e12-4bf4db37b6cc,21df7aa7-4243-4601-bd0c-bbff6c55898c,Custom validator for Mobile #283,Custom validator capability in Mobile,planned,
a1ea87d2-a895-4531-9f88-cb75f73eb516,70361dbe-400f-43c8-881c-abeb2f83e294,Auto validator for Mobile #284,Auto validator capability in Mobile,shipped,2023-11-25
461a42a1-3483-4498-a97c-035fc73a7ac6,dfa83e54-54b3-4908-94d6-e5ca9371a6e3,Enhanced validator for Mobile #285,Enhanced validator capability in Mobile,shipped,2021-04-04
9f766e6b-0eee-40b2-9c29-efe094e502d5,f4b6e2fd-f236-480b-a493-88f65e67f3ef,Inline validator for Mobile #286,Inline validator capability in Mobile,planned,
ac1e6c12-a032-4cae-aa03-93b68d72c37e,7894ce6d-5d84-4f62-a55a-567bbb700197,Live validator for Mobile #287,Live validator capability in Mobile,shipped,2024-03-23
962b5089-eefb-4519-af7c-1eee06e0e3f2,83d7578f-2672-4709-aac3-9f0774dbeabe,Cached validator for Mobile #288,Cached validator capability in Mobile,in_development,
0586fb96-e1a0-4653-8382-5a349238c9f8,acfa9823-c0a7-4a8c-8017-257a89cc808a,Async validator for Mobile #289,Async validator capability in Mobile,shipped,2025-07-29
da878f5f-1c40-45b5-883e-2a444c8aa805,73bf8ae9-2dc5-45e1-a22c-c2b463e633ca,Advanced parser for Mobile #290,Advanced parser capability in Mobile,shipped,2021-10-13
a123be1c-df50-47ff-84a6-838ea9da3905,ecdc8324-3022-45fd-ab8f-ff2b65ef365b,Smart parser for Mobile #291,Smart parser capability in Mobile,shipped,2020-10-09
9780e618-5c9d-4ba3-ae6b-fde4c98ea2e7,5b616d9a-b4d6-4c8d-a4d9-0b817c0f87ca,Bulk parser for Mobile #292,Bulk parser capability in Mobile,planned,
2c1e15b4-d136-4300-808a-0605d603f778,bf8ed4ec-fd3e-4fb5-8a09-b7d8c9fc6f76,Custom parser for Mobile #293,Custom parser capability in Mobile,in_development,
