id,feature_id,title,description,status,is_blocking,priority,raw_input_count,created_at,updated_at
5900a39e-c08f-499b-ace5-662046f41ef8,2227b1ec-33c7-40f5-b88b-22bcd4722d91,Improve scheduling for Auto renderer for Git/Version Control #3 #382,Improve scheduling in the context of Auto renderer for Git/Version Control #364,planned,true,medium,7,2019-12-13 03:54:14,2026-03-22 03:54:14
c6e032e9-8317-424d-b4d7-b70369fc0455,f64f62b7-0718-4225-9902-3ea2c8368eae,Fix scheduling for Enhanced renderer for Git/Version Contro #383,Fix scheduling in the context of Enhanced renderer for Git/Version Control #365,planned,false,high,11,2022-02-25 03:54:14,2026-02-03 03:54:14
c7743289-6f5d-4fdf-99a9-663a8d1d92de,4d89088c-eb38-4f15-864f-252c8a94f99b,Enable scheduling for Inline renderer for Git/Version Control  #384,Enable scheduling in the context of Inline renderer for Git/Version Control #366,deferred,false,medium,4,2022-08-05 03:54:14,2025-10-04 03:54:14
1c5fc99f-d81c-4431-8bb5-d21505f052a8,2bb92af5-4425-4a37-b673-afb4e8fbbd04,Enhance scheduling for Live renderer for Git/Version Control #3 #385,Enhance scheduling in the context of Live renderer for Git/Version Control #367,deferred,false,high,5,2023-06-23 03:54:14,2026-01-18 03:54:14
7b37bbaa-b404-475e-a72a-900886a40ae0,2f7f7d31-8cb1-49b6-a897-e891dcc7f08d,Optimize scheduling for Cached renderer for Git/Version Control  #386,Optimize scheduling in the context of Cached renderer for Git/Version Control #368,deferred,false,low,5,2022-03-04 03:54:14,2025-12-25 03:54:14
88ad187d-2cbe-4e65-b7e5-16b11443e05c,7d260092-2929-4875-86b9-179aa8c27d62,Rework scheduling for Async renderer for Git/Version Control # #387,Rework scheduling in the context of Async renderer for Git/Version Control #369,deferred,false,medium,2,2025-09-09 03:54:14,2026-01-01 03:54:14
65007b57-f5b1-44ca-ab69-8414948af3ce,b2d3947f-14c4-4d17-a937-e206a17b7ccc,Migrate scheduling for Advanced connector for Git/Version Contr #388,Migrate scheduling in the context of Advanced connector for Git/Version Control #370,open,false,high,7,2021-10-26 03:54:14,2026-02-19 03:54:14
92eb9158-e878-4384-bd8b-98e82d3931fe,278a42d6-c781-4728-8ab8-4164bf100027,Extend scheduling for Smart connector for Git/Version Control  #389,Extend scheduling in the context of Smart connector for Git/Version Control #371,workaround,true,medium,8,2020-01-13 03:54:14,2026-03-11 03:54:14
3f3a17e1-f23b-4ab3-9a42-d4272f100dcc,8fe6e831-ba96-4199-b26c-4ba152fe0798,Support notifications for Bulk connector for Git/Version Control # #390,Support notifications in the context of Bulk connector for Git/Version Control #372,open,false,critical,11,2020-02-23 03:54:14,2025-10-15 03:54:14
d82a3052-321e-4777-8ed8-e165f03c1ca2,39a64293-37b7-43e6-b171-8f6a629b37d3,Add notifications for Custom connector for Git/Version Control #391,Add notifications in the context of Custom connector for Git/Version Control #373,open,false,medium,0,2023-11-17 03:54:14,2025-10-12 03:54:14
933b0d89-d534-41ea-9397-16760b60efef,5efe0f5a-dc11-4b76-bb5b-d59e4c92e16a,Improve notifications for Auto connector for Git/Version Control # #392,Improve notifications in the context of Auto connector for Git/Version Control #374,open,false,medium,5,2025-07-16 03:54:14,2025-12-15 03:54:14
9cea6aec-b433-41b5-8605-d67edcd6f71c,3c1021ca-d3a4-4b7f-98cc-1a6ef51e7663,Fix notifications for Enhanced connector for Developer Experie #393,Fix notifications in the context of Enhanced connector for Developer Experience #375,open,false,medium,2,2021-09-19 03:54:14,2025-11-01 03:54:14
a9d7b5a3-2625-4a0d-b2a3-cda181be5a0e,863031b4-f546-4f8e-9040-b0a41acb449a,Enable notifications for Inline connector for Developer Experienc #394,Enable notifications in the context of Inline connector for Developer Experience #376,open,false,medium,5,2021-11-25 03:54:14,2026-03-04 03:54:14
0575e20a-758d-40c2-acb8-3c2329472ff3,64cdbcfc-debd-48a6-bfe5-9e2335d0ea5d,Enhance notifications for Live connector for Developer Experience  #395,Enhance notifications in the context of Live connector for Developer Experience #377,shipped,false,medium,3,2024-06-22 03:54:14,2025-11-08 03:54:14
37b9c025-b0e9-4579-863f-d44134e7487f,da3361bc-2548-4b2d-80a8-9dca93eeb68c,Optimize notifications for Cached connector for Developer Experienc #396,Optimize notifications in the context of Cached connector for Developer Experience #378,workaround,true,high,12,2025-11-11 03:54:14,2025-11-21 03:54:14
4390187e-2424-4b56-a1e6-162c2c852356,f2057d0b-e4e5-49fc-8cbc-45515106716d,Rework notifications for Async connector for Developer Experience #397,Rework notifications in the context of Async connector for Developer Experience #379,open,true,critical,0,2021-09-03 03:54:14,2025-10-11 03:54:14
57d33bf5-d36d-4d74-8d63-54823f89eafa,295bd035-8ffb-4007-a7fc-f08180ac2040,Migrate notifications for Advanced validator for Developer Experie #398,Migrate notifications in the context of Advanced validator for Developer Experience #380,planned,false,medium,4,2023-03-31 03:54:14,2025-12-14 03:54:14
9d5be0c2-65ac-4e24-941f-9f9422eb4fdb,f240026c-9fde-4bff-abcd-ab341e67c7f2,Extend notifications for Smart validator for Developer Experience #399,Extend notifications in the context of Smart validator for Developer Experience #381,planned,false,low,0,2023-09-13 03:54:14,2025-10-09 03:54:14
d2d40c6b-317c-4603-a619-a5793e98f1b8,8adf8983-ac65-485a-aacb-928d6864cf34,Support workflow for Bulk validator for Developer Experience  #400,Support workflow in the context of Bulk validator for Developer Experience #382,planned,false,high,11,2026-02-13 03:54:14,2025-12-26 03:54:14
2bf7d45b-7680-466f-8075-c5991c4b4741,e8bd9982-9299-43f6-86ca-ceee2d2c5f8e,Add workflow for Custom validator for Developer Experienc #401,Add workflow in the context of Custom validator for Developer Experience #383,workaround,false,low,3,2021-05-30 03:54:14,2026-02-20 03:54:14
fdaeec65-f317-43c3-993a-fb1b755cf657,38657f12-653d-4fd2-9101-2a9bd2a4cf0c,Improve workflow for Auto validator for Developer Experience  #402,Improve workflow in the context of Auto validator for Developer Experience #384,deferred,true,high,6,2022-06-30 03:54:14,2025-11-26 03:54:14
ca56fa31-7c03-436a-8160-d1fbe3f3be34,25df8bd8-8905-4c89-b0ac-7830b6069e21,Fix workflow for Enhanced validator for Developer Experie #403,Fix workflow in the context of Enhanced validator for Developer Experience #385,shipped,false,critical,6,2020-08-15 03:54:14,2025-09-21 03:54:14
03969102-cd5b-478c-aa88-cb2207a966de,90c12b18-535b-451e-be22-aa08fad7bb47,Enable workflow for Inline validator for Developer Experienc #404,Enable workflow in the context of Inline validator for Developer Experience #386,planned,false,critical,3,2020-07-02 03:54:14,2026-03-09 03:54:14
ff73c9a1-1327-41fc-b664-619a65a152bf,8ddfadd5-ce15-416f-8ec6-e72bb78c0493,Enhance workflow for Live validator for Developer Experience  #405,Enhance workflow in the context of Live validator for Developer Experience #387,wont_do,false,medium,10,2024-09-11 03:54:14,2025-12-15 03:54:14
76353237-dcc8-4379-b114-8158f6caf4b8,a5ba43f9-6c1a-4d0e-a6ee-4f5a074f268e,Optimize workflow for Cached validator for Developer Experienc #406,Optimize workflow in the context of Cached validator for Developer Experience #388,open,false,medium,1,2023-01-21 03:54:14,2026-01-05 03:54:14
2c8bdd10-ec78-4df6-9273-6e1da460f53a,d0a0827a-9b0b-4f1f-9610-99c8a4683ad2,Rework workflow for Async validator for Developer Experience #407,Rework workflow in the context of Async validator for Developer Experience #389,shipped,false,medium,2,2020-06-23 03:54:14,2025-12-10 03:54:14
230b38a2-e31b-4c43-b2bb-a6a834e2c1fb,cf1ba01a-44e3-4fad-a5db-5e9640af98f0,Migrate workflow for Advanced parser for Developer Experience #408,Migrate workflow in the context of Advanced parser for Developer Experience #390,open,true,medium,2,2022-08-26 03:54:14,2026-01-30 03:54:14
019220e6-85e2-485d-bb03-261e51aee835,5aee6676-8c8d-418e-8c5c-a06f1ec7ec57,Extend workflow for Smart parser for Developer Experience #3 #409,Extend workflow in the context of Smart parser for Developer Experience #391,deferred,true,medium,2,2025-06-21 03:54:14,2025-09-13 03:54:14
c5e8fb51-08c5-4a03-a627-6b4ad318836d,7d069032-ea3d-49ea-975f-f65ad1ca3097,Support configuration for Bulk parser for Developer Experience #39 #410,Support configuration in the context of Bulk parser for Developer Experience #392,shipped,false,critical,10,2021-03-17 03:54:14,2025-10-28 03:54:14
1584fd17-6ecc-4e51-a5c5-bd472665edcb,ddaead4e-953d-4b90-873b-9991e1aedcb6,Add configuration for Custom parser for Developer Experience # #411,Add configuration in the context of Custom parser for Developer Experience #393,planned,false,high,10,2021-02-11 03:54:14,2026-01-31 03:54:14
6dea9f3a-f8ee-4b27-ab7e-5855139cf2ad,c181bc15-7f7a-4b33-a668-621edf8e894a,Improve configuration for Auto parser for Developer Experience #39 #412,Improve configuration in the context of Auto parser for Developer Experience #394,workaround,true,low,4,2023-02-03 03:54:14,2025-11-20 03:54:14
4fd6d9fa-837d-471d-a2d7-34f23b449e0c,85a53020-f74f-47e6-8c1c-7bc53840f3bc,Fix configuration for Enhanced parser for Developer Experience #413,Fix configuration in the context of Enhanced parser for Developer Experience #395,open,true,critical,0,2024-09-29 03:54:14,2026-02-24 03:54:14
5e7a014a-335a-4561-947d-e0a5e84fd588,3e39fb1e-95c7-4f3c-a002-69d2975d8167,Enable configuration for Inline parser for Developer Experience # #414,Enable configuration in the context of Inline parser for Developer Experience #396,planned,false,medium,12,2021-01-19 03:54:14,2026-01-31 03:54:14
8cfe11fa-56e5-4179-85e3-649d5889b3b8,caf43102-d026-46c0-8559-b66e12c78c4f,Enhance configuration for Live parser for Developer Experience #39 #415,Enhance configuration in the context of Live parser for Developer Experience #397,open,false,medium,3,2025-07-19 03:54:14,2026-03-18 03:54:14
e34cc515-8f3d-4a27-8477-6b2f120421fb,0f042279-eec6-4b12-a25b-c4bbc0a50f83,Optimize configuration for Cached parser for Developer Experience # #416,Optimize configuration in the context of Cached parser for Developer Experience #398,open,false,low,12,2023-03-22 03:54:14,2025-11-01 03:54:14
2f9527d7-199f-45f3-bb15-0a208da08e20,682bd36d-129c-45a6-a619-6adfab5d7448,Rework configuration for Async parser for Developer Experience #3 #417,Rework configuration in the context of Async parser for Developer Experience #399,planned,true,medium,11,2021-07-14 03:54:14,2026-03-18 03:54:14
f4372d6c-45dc-43de-bfdb-84c60f6ddb20,49263714-9e0a-4b8b-8069-7dc90057df97,Migrate configuration for Advanced editor for Data Quality #400 #418,Migrate configuration in the context of Advanced editor for Data Quality #400,planned,true,high,11,2021-11-14 03:54:14,2025-11-04 03:54:14
b03b8b7d-bf66-4dab-a167-87c41017123e,d2cebef9-0427-4903-a09d-5b7c5ec56f7f,Extend configuration for Smart editor for Data Quality #401 #419,Extend configuration in the context of Smart editor for Data Quality #401,workaround,false,medium,10,2023-01-15 03:54:14,2025-12-27 03:54:14
d3099349-afdd-4e2f-be94-6105cf6d8bb0,0eabc852-d4a1-4335-b4ae-4039ba4e6997,Support rendering for Bulk editor for Data Quality #402 #420,Support rendering in the context of Bulk editor for Data Quality #402,open,false,high,10,2026-02-13 03:54:14,2025-09-20 03:54:14
bc6bc848-3ea8-422a-a206-7d9b8362fbdd,bb89f8c5-990b-445d-a1a1-0b3a9c3abfd4,Add rendering for Custom editor for Data Quality #403 #421,Add rendering in the context of Custom editor for Data Quality #403,planned,false,low,4,2023-11-02 03:54:14,2026-01-30 03:54:14
13aeebde-cde8-477b-95fd-a1ec5f5d985d,fee77be3-5bbe-472b-872e-c5bb7f25a278,Improve rendering for Auto editor for Data Quality #404 #422,Improve rendering in the context of Auto editor for Data Quality #404,deferred,false,high,4,2022-01-01 03:54:14,2026-02-22 03:54:14
a6938daf-5403-4053-8ab1-a8a6e0d36ca2,cdb690b6-fe5a-4dc5-8151-889bae3be8a2,Fix rendering for Enhanced editor for Data Quality #405 #423,Fix rendering in the context of Enhanced editor for Data Quality #405,open,false,high,2,2022-03-05 03:54:14,2025-10-18 03:54:14
efbbe1e0-44f9-4452-97df-1fd042e20f1e,edd5ff42-9af6-4a99-a2ad-5225ce2e2344,Enable rendering for Inline editor for Data Quality #406 #424,Enable rendering in the context of Inline editor for Data Quality #406,workaround,true,medium,10,2025-04-04 03:54:14,2025-10-01 03:54:14
a50810cc-ac99-4bc7-aca0-fea418b5210c,1a187b4f-5fd1-4a47-acd6-e3b43939c691,Enhance rendering for Live editor for Data Quality #407 #425,Enhance rendering in the context of Live editor for Data Quality #407,open,false,high,3,2026-01-27 03:54:14,2025-09-21 03:54:14
be065416-0ec4-47bb-8a83-759d69c17186,2d7e4c63-fcc4-4fa0-84d8-49b00c81f747,Optimize rendering for Cached editor for Data Quality #408 #426,Optimize rendering in the context of Cached editor for Data Quality #408,shipped,false,critical,12,2025-12-16 03:54:14,2026-03-16 03:54:14
7d3f6274-aa2f-4081-89db-5042f587ed5e,5f91c8b8-c8d0-4332-9ee0-fc55c3d3ca3f,Rework rendering for Async editor for Data Quality #409 #427,Rework rendering in the context of Async editor for Data Quality #409,planned,false,critical,9,2024-10-19 03:54:14,2026-02-26 03:54:14
1db64b43-3879-42cb-bc36-4f294026a645,f7e4993c-1958-463e-9d57-e4836d0016ae,Migrate rendering for Advanced viewer for Data Quality #410 #428,Migrate rendering in the context of Advanced viewer for Data Quality #410,shipped,false,medium,7,2024-01-22 03:54:14,2026-03-04 03:54:14
69f5768b-1aa0-4258-9251-30597c67efc4,06d370c9-f258-44a7-b9f6-16d3845f85a3,Extend rendering for Smart viewer for Data Quality #411 #429,Extend rendering in the context of Smart viewer for Data Quality #411,planned,false,medium,7,2021-03-18 03:54:14,2025-10-05 03:54:14
f6257b8d-7456-47e3-8d44-a03beeaa9e92,d67a03ba-0324-437a-a198-827006696205,Support validation for Bulk viewer for Data Quality #412 #430,Support validation in the context of Bulk viewer for Data Quality #412,workaround,false,medium,7,2022-06-22 03:54:14,2026-01-21 03:54:14
27e68180-b20b-45f2-a148-06cc512fc83d,edc25986-1d7d-4a0c-b629-5d74b479e3f2,Add validation for Custom viewer for Data Quality #413 #431,Add validation in the context of Custom viewer for Data Quality #413,open,true,low,0,2023-05-06 03:54:14,2025-11-04 03:54:14
b8ac0d36-393a-4a8d-928b-387023191311,1f5c2ed5-b100-4978-9957-c77db8aebf9c,Improve validation for Auto viewer for Data Quality #414 #432,Improve validation in the context of Auto viewer for Data Quality #414,planned,false,low,11,2023-03-28 03:54:14,2026-01-04 03:54:14
180590fb-0a6d-4c62-85e2-6ed7c6daa6c4,4955a145-7c8b-4455-9763-95e5c7aef616,Fix validation for Enhanced viewer for Data Quality #415 #433,Fix validation in the context of Enhanced viewer for Data Quality #415,shipped,true,medium,9,2023-10-27 03:54:14,2026-01-12 03:54:14
dfadcadb-dbf1-4fc8-9362-effbb521fd8f,181506b1-6fcf-4c8d-9b34-092da2749c94,Enable validation for Inline viewer for Data Quality #416 #434,Enable validation in the context of Inline viewer for Data Quality #416,shipped,false,medium,3,2024-06-22 03:54:14,2026-02-25 03:54:14
13720662-1a85-4e30-96d0-e41555ba27b0,a301b787-ad0d-471e-8c77-53242e8c1243,Enhance validation for Live viewer for Data Quality #417 #435,Enhance validation in the context of Live viewer for Data Quality #417,open,false,low,4,2022-09-07 03:54:14,2025-10-04 03:54:14
dea5b551-3010-406a-8f24-eb9474988152,504ecf1d-3b05-4a97-929c-e5cabb7f66aa,Optimize validation for Cached viewer for Data Quality #418 #436,Optimize validation in the context of Cached viewer for Data Quality #418,open,false,medium,10,2023-07-24 03:54:14,2025-11-26 03:54:14
252e1c4a-ce5e-48b2-a68d-dd700abd4723,149a25d5-2ca6-42c3-bfb1-d93f6de5bb64,Rework validation for Async viewer for Data Quality #419 #437,Rework validation in the context of Async viewer for Data Quality #419,deferred,false,high,3,2024-07-04 03:54:14,2026-01-18 03:54:14
95cd5396-f70a-4310-abbc-3368731257a9,c3e57873-8f55-4629-a818-4576b31c1b93,Migrate validation for Advanced builder for Data Quality #420 #438,Migrate validation in the context of Advanced builder for Data Quality #420,deferred,true,high,3,2019-09-05 03:54:14,2025-11-01 03:54:14
5767c3b0-cc75-4093-9619-2818b2ec0c39,7ad4d08f-a644-48a4-8c95-7e15c1122316,Extend validation for Smart builder for Data Quality #421 #439,Extend validation in the context of Smart builder for Data Quality #421,wont_do,false,high,3,2021-02-28 03:54:14,2025-12-02 03:54:14
a7563d9a-3887-4258-9d22-58519653daf4,b85882cf-49a5-412e-a02e-c8d8afae9a46,Support caching for Bulk builder for Data Quality #422 #440,Support caching in the context of Bulk builder for Data Quality #422,open,false,critical,1,2025-12-20 03:54:14,2025-12-15 03:54:14
c4951e0d-18bd-45ae-90e2-2f4caede7599,cc4e8c86-ca0c-4bdc-b2f3-2a038c88304b,Add caching for Custom builder for Data Quality #423 #441,Add caching in the context of Custom builder for Data Quality #423,deferred,false,medium,11,2019-09-24 03:54:14,2026-03-24 03:54:14
7a93b50b-5cb6-4cac-9e64-76678e44606c,fa53f51e-1537-4914-a4dd-d2b36dad2051,Improve caching for Auto builder for Data Quality #424 #442,Improve caching in the context of Auto builder for Data Quality #424,open,false,high,9,2019-07-20 03:54:14,2026-02-14 03:54:14
c32185f3-d022-4153-bde7-97c48b44de8a,b9024a96-449b-494c-b402-79e015597d32,Fix caching for Enhanced builder for Semantic Layer #425 #443,Fix caching in the context of Enhanced builder for Semantic Layer #425,planned,false,high,8,2020-09-01 03:54:14,2025-09-22 03:54:14
a071b1be-c9ca-4912-9bc7-a48de458909a,5ee16593-8f85-4460-982e-30c28efa310f,Enable caching for Inline builder for Semantic Layer #426 #444,Enable caching in the context of Inline builder for Semantic Layer #426,shipped,false,medium,6,2020-08-30 03:54:14,2025-10-17 03:54:14
ac3e3c09-2d13-40d2-a6a1-c7318035531f,b4c5af0d-7404-4a68-bc6b-0a4d44847e5d,Enhance caching for Live builder for Semantic Layer #427 #445,Enhance caching in the context of Live builder for Semantic Layer #427,shipped,false,high,8,2023-10-25 03:54:14,2025-12-02 03:54:14
04e83583-af1f-4a62-803f-8eda8c81a73a,14371af4-2697-4b74-94dd-e610f70c73e9,Optimize caching for Cached builder for Semantic Layer #428 #446,Optimize caching in the context of Cached builder for Semantic Layer #428,open,false,low,3,2024-09-13 03:54:14,2025-09-21 03:54:14
215350bd-8e3c-4abe-9f6d-2c04dc56b4b2,de7e793b-00b5-4882-84b8-753bdbdcd4f4,Rework caching for Async builder for Semantic Layer #429 #447,Rework caching in the context of Async builder for Semantic Layer #429,workaround,false,high,1,2022-06-15 03:54:14,2025-09-18 03:54:14
c6c70937-0955-43ae-b4b7-f074ff40b349,49f03633-81dd-4699-961b-b04d841c6d76,Migrate caching for Advanced picker for Semantic Layer #430 #448,Migrate caching in the context of Advanced picker for Semantic Layer #430,open,false,critical,12,2023-07-18 03:54:14,2025-11-25 03:54:14
a2f37832-f2e6-4076-90ec-0fef482c1a3b,abae086a-9647-4db0-abfe-be19c3653cf7,Extend caching for Smart picker for Semantic Layer #431 #449,Extend caching in the context of Smart picker for Semantic Layer #431,shipped,false,high,12,2023-04-17 03:54:14,2026-01-06 03:54:14
0e80dfd8-9d9b-4756-a865-342ab5d15577,39258f1e-8cc6-4e20-a333-0fb9f70f2656,Support permissions for Bulk picker for Semantic Layer #432 #450,Support permissions in the context of Bulk picker for Semantic Layer #432,open,false,low,6,2021-12-13 03:54:14,2026-01-13 03:54:14
23ea157b-6cd6-4c31-8fc5-a7a04c546d56,763b6e5c-6ede-4bfe-98aa-59e351100ee4,Add permissions for Custom picker for Semantic Layer #433 #451,Add permissions in the context of Custom picker for Semantic Layer #433,shipped,false,medium,8,2019-05-28 03:54:14,2026-03-03 03:54:14
612a84b8-f055-4e2c-9ecf-faaef2b45a7d,a7f9c792-58a5-4a00-a2a7-ab250979c141,Improve permissions for Auto picker for Semantic Layer #434 #452,Improve permissions in the context of Auto picker for Semantic Layer #434,deferred,false,high,3,2023-04-19 03:54:14,2025-10-10 03:54:14
79d0823e-76f2-42e8-b31a-932d72c002d2,64197667-afe1-4098-a1a7-fcf5c8ec7a30,Fix permissions for Enhanced picker for Semantic Layer #435 #453,Fix permissions in the context of Enhanced picker for Semantic Layer #435,planned,false,high,9,2024-11-21 03:54:14,2025-11-19 03:54:14
da42f82a-fab6-4985-9d85-2fec48a79a80,2bf7ee4d-3b2a-42b2-a3f7-02d181684727,Enable permissions for Inline picker for Semantic Layer #436 #454,Enable permissions in the context of Inline picker for Semantic Layer #436,workaround,false,high,7,2020-09-12 03:54:14,2026-02-24 03:54:14
c2b331a9-ef5a-44fb-bbdd-34f20a0eb742,ba0aba82-ed9a-4bf0-9cda-033f8ee6abf2,Enhance permissions for Live picker for Semantic Layer #437 #455,Enhance permissions in the context of Live picker for Semantic Layer #437,open,false,low,5,2024-01-27 03:54:14,2026-01-11 03:54:14
63e0a9ac-e513-4cef-b45e-ccc5a01d11bb,da1572db-9e55-40fa-96b5-7ec6e150a5b3,Optimize permissions for Cached picker for Semantic Layer #438 #456,Optimize permissions in the context of Cached picker for Semantic Layer #438,shipped,false,low,6,2023-10-11 03:54:14,2026-01-18 03:54:14
d19acb5c-43d0-4b35-b7e6-b7cf828fc683,52eef11e-ec74-4eba-b0ab-bbf3c24b1439,Rework permissions for Async picker for Semantic Layer #439 #457,Rework permissions in the context of Async picker for Semantic Layer #439,planned,false,medium,5,2019-09-03 03:54:14,2026-01-29 03:54:14
88ad6625-e5d0-42aa-b618-8dc7b53a43cc,340a61d9-6168-4559-8a98-ebae3103ad2e,Migrate permissions for Advanced navigator for Semantic Layer #4 #458,Migrate permissions in the context of Advanced navigator for Semantic Layer #440,planned,false,medium,1,2024-08-02 03:54:14,2026-02-01 03:54:14
d6895519-d74b-4aaf-a15b-435503445291,0cf152bc-1f5b-486f-90e8-d30587195be3,Extend permissions for Smart navigator for Semantic Layer #441 #459,Extend permissions in the context of Smart navigator for Semantic Layer #441,planned,false,high,5,2024-08-07 03:54:14,2025-09-30 03:54:14
2c5f42cb-4056-45c9-bcf7-38faedfdf013,0d7fe2ee-27d7-4a1a-b442-20a067c13e7a,Support export for Bulk navigator for Semantic Layer #442 #460,Support export in the context of Bulk navigator for Semantic Layer #442,planned,false,low,4,2020-07-06 03:54:14,2025-11-09 03:54:14
1dcea5bd-5fa3-4343-90e3-d747a4ed00bb,7c79ec0d-cc9e-4d7f-8773-dce1df4d05de,Add export for Custom navigator for Semantic Layer #443 #461,Add export in the context of Custom navigator for Semantic Layer #443,shipped,false,medium,2,2021-10-16 03:54:14,2025-12-10 03:54:14
686565f1-df04-4d6c-b63a-ec151e1b4b32,30d59b03-3ae1-4d83-af8e-fbda9a747844,Improve export for Auto navigator for Semantic Layer #444 #462,Improve export in the context of Auto navigator for Semantic Layer #444,planned,true,medium,5,2023-10-07 03:54:14,2026-01-16 03:54:14
d59105cb-9715-4acc-aee5-59dc50a88c16,3102f98f-aac5-4efa-af09-afdb9114a825,Fix export for Enhanced navigator for Semantic Layer #4 #463,Fix export in the context of Enhanced navigator for Semantic Layer #445,planned,false,high,9,2024-10-14 03:54:14,2026-02-21 03:54:14
affe9a7b-96e1-431c-8c5d-1c104f691728,8ffa375b-6116-4a74-8b19-49a17e3c50a6,Enable export for Inline navigator for Semantic Layer #446 #464,Enable export in the context of Inline navigator for Semantic Layer #446,open,false,high,0,2022-02-28 03:54:14,2025-12-12 03:54:14
333c081a-6b38-4d1c-b250-59784091d32c,7a9d3c36-4bcb-4ead-8483-3620b8c6c5cf,Enhance export for Live navigator for Semantic Layer #447 #465,Enhance export in the context of Live navigator for Semantic Layer #447,wont_do,false,high,7,2022-07-03 03:54:14,2025-10-28 03:54:14
8c6b09f7-d1cc-4828-b7f3-774cf2dbf2bd,ca68585e-1fc5-4104-83b4-836f7407fff1,Optimize export for Cached navigator for Semantic Layer #448 #466,Optimize export in the context of Cached navigator for Semantic Layer #448,shipped,false,medium,9,2020-06-30 03:54:14,2025-10-04 03:54:14
f48903ce-7d8f-49a2-bc70-acdd38764615,6c423bdd-35d0-4fd8-bbd3-c21340fecd34,Rework export for Async navigator for Semantic Layer #449 #467,Rework export in the context of Async navigator for Semantic Layer #449,deferred,false,medium,10,2020-05-22 03:54:14,2025-12-05 03:54:14
4877a0f1-6a1c-4b4c-9f56-a59c0317f237,fe9bd9a6-92cf-4c67-8823-cf68360b65da,Migrate export for Advanced wizard for Self-Service #450 #468,Migrate export in the context of Advanced wizard for Self-Service #450,wont_do,false,medium,12,2022-10-07 03:54:14,2026-03-06 03:54:14
2c1b181e-14f7-4ed4-bbbb-4db0a5288467,5fe3b6e0-e40e-4c35-b37f-54cf16a56bb2,Extend export for Smart wizard for Self-Service #451 #469,Extend export in the context of Smart wizard for Self-Service #451,workaround,false,low,8,2020-12-16 03:54:14,2025-11-11 03:54:14
610d9631-1ffd-4727-b1ca-877eed066bec,9d8b8db0-6f14-4536-a3cd-5869e0046699,Support filtering for Bulk wizard for Self-Service #452 #470,Support filtering in the context of Bulk wizard for Self-Service #452,open,false,high,7,2022-08-16 03:54:14,2025-09-24 03:54:14
12a2399e-9ba6-4f67-a824-83cae2f32a20,c7a21e80-27a1-4f52-b727-f039054e8643,Add filtering for Custom wizard for Self-Service #453 #471,Add filtering in the context of Custom wizard for Self-Service #453,wont_do,false,critical,2,2025-03-30 03:54:14,2026-02-27 03:54:14
500fb87e-2ab1-4bdb-abd7-4d93258fcb79,dfca6cf1-88d0-454d-b3e0-7e37fcfa7c7d,Improve filtering for Auto wizard for Self-Service #454 #472,Improve filtering in the context of Auto wizard for Self-Service #454,shipped,false,medium,6,2023-05-17 03:54:14,2025-10-26 03:54:14
d8b447da-69a0-4c6c-8cb8-b0aa7cfe52c2,0cd1d638-88a0-4e40-bfb1-77c24fb7def0,Fix filtering for Enhanced wizard for Self-Service #455 #473,Fix filtering in the context of Enhanced wizard for Self-Service #455,planned,false,critical,4,2022-11-05 03:54:14,2026-01-18 03:54:14
c96df089-89ba-499c-bdc2-8a16f4ad0f27,9fcf7ee5-8656-4c5a-9b9c-013e78e3fa26,Enable filtering for Inline wizard for Self-Service #456 #474,Enable filtering in the context of Inline wizard for Self-Service #456,shipped,false,medium,9,2023-08-13 03:54:14,2026-02-16 03:54:14
23cd6f41-17c6-4da4-bc12-466bf08e12af,3c943ae2-49ea-4a04-8915-4f52d0bc45dd,Enhance filtering for Live wizard for Self-Service #457 #475,Enhance filtering in the context of Live wizard for Self-Service #457,open,false,medium,3,2022-03-09 03:54:14,2026-03-19 03:54:14
1633aaeb-36de-47e1-bde6-d35748ee99c6,f219f9ab-ae53-4958-8a64-ac4c85a79570,Optimize filtering for Cached wizard for Self-Service #458 #476,Optimize filtering in the context of Cached wizard for Self-Service #458,planned,false,low,4,2024-06-03 03:54:14,2026-03-29 03:54:14
39668531-8cce-4633-9e85-9dd5c72d494e,accf35cd-a0ef-4728-b69e-904cd98ef2d3,Rework filtering for Async wizard for Self-Service #459 #477,Rework filtering in the context of Async wizard for Self-Service #459,planned,false,high,9,2025-09-25 03:54:14,2026-01-19 03:54:14
6f6dc1d0-8674-4f30-a1a2-dea22bdb7f10,7e85b458-9ac7-4ced-8e57-eb2175469ab0,Migrate filtering for Advanced renderer for Self-Service #460 #478,Migrate filtering in the context of Advanced renderer for Self-Service #460,open,false,medium,7,2025-07-03 03:54:14,2025-12-07 03:54:14
32abe8c9-5508-4f56-b741-c9dfe15808ea,da24dbbe-638f-4933-80e1-13bd6c79acbf,Extend filtering for Smart renderer for Self-Service #461 #479,Extend filtering in the context of Smart renderer for Self-Service #461,deferred,false,low,3,2024-03-22 03:54:14,2025-10-15 03:54:14
c124006d-332a-4135-8dcc-038ca6a7e1aa,42b95189-a66f-444b-a939-dc5765c851d7,Support scheduling for Bulk renderer for Self-Service #462 #480,Support scheduling in the context of Bulk renderer for Self-Service #462,deferred,false,critical,3,2025-06-12 03:54:14,2025-12-16 03:54:14
